company_id,type,rule_id,text,confidence_pct
HDFCLIFE,pro,Revenue CAGR > 15% over 5 years,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,84
HDFCLIFE,pro,OPM > 25% in latest year,Operating profit margin above 25% indicates strong pricing power and cost discipline,82
HDFCLIFE,pro,ICR > 10 or Debt Free,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
HDFCLIFE,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
HDFCLIFE,pro,Revenue CAGR > PAT CAGR,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
HDFCLIFE,con,OPM declining for 3 consecutive years,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
HDFCLIFE,con,Revenue declining for 2+ years,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,78
HEROMOTOCO,pro,ROE > 20% sustained for 3+ years,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
HEROMOTOCO,pro,OPM > 25% in latest year,Operating profit margin above 25% indicates strong pricing power and cost discipline,82
HEROMOTOCO,pro,ICR > 10 or Debt Free,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
HEROMOTOCO,pro,Revenue CAGR > PAT CAGR,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
HEROMOTOCO,pro,Assets growing with declining debt,Growing asset base funded by internal accruals reflects self-sustaining growth,68
HEROMOTOCO,con,OPM declining for 3 consecutive years,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
HEROMOTOCO,con,Revenue declining for 2+ years,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,78
HEROMOTOCO,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
HEROMOTOCO,con,Revenue CAGR < 5% over 5 years,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,66
HINDALCO,pro,OPM > 25% in latest year,Operating profit margin above 25% indicates strong pricing power and cost discipline,82
HINDALCO,pro,ICR > 10 or Debt Free,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
HINDALCO,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
HINDALCO,pro,Assets growing with declining debt,Growing asset base funded by internal accruals reflects self-sustaining growth,68
HINDALCO,con,OPM declining for 3 consecutive years,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
HINDALCO,con,Revenue declining for 2+ years,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,78
HINDUNILVR,pro,ROE > 20% sustained for 3+ years,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
HINDUNILVR,pro,OPM > 25% in latest year,Operating profit margin above 25% indicates strong pricing power and cost discipline,82
HINDUNILVR,pro,ICR > 10 or Debt Free,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
HINDUNILVR,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
HINDUNILVR,pro,Assets growing with declining debt,Growing asset base funded by internal accruals reflects self-sustaining growth,68
HINDUNILVR,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
ICICIBANK,pro,Revenue CAGR > 15% over 5 years,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,84
ICICIBANK,pro,PAT CAGR > 20% over 5 years,Net profit compounding at above 20% over 5 years creates significant shareholder value,80
ICICIBANK,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
ICICIBANK,con,OPM declining for 3 consecutive years,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
ICICIBANK,con,ICR < 1.5,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,82
ICICIBANK,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
ICICIBANK,con,ROCE < 10%,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,70
ICICIGI,pro,OPM > 25% in latest year,Operating profit margin above 25% indicates strong pricing power and cost discipline,82
ICICIGI,pro,ICR > 10 or Debt Free,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
ICICIGI,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
ICICIGI,pro,Revenue CAGR > PAT CAGR,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
ICICIGI,pro,Assets growing with declining debt,Growing asset base funded by internal accruals reflects self-sustaining growth,68
ICICIGI,con,OPM declining for 3 consecutive years,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
ICICIGI,con,Revenue declining for 2+ years,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,78
ICICIPRULI,pro,Revenue CAGR > 15% over 5 years,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,84
ICICIPRULI,pro,ICR > 10 or Debt Free,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
ICICIPRULI,pro,Revenue CAGR > PAT CAGR,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
ICICIPRULI,con,OPM declining for 3 consecutive years,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
ICICIPRULI,con,Revenue declining for 2+ years,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,78
INDIGO,pro,ROE > 20% sustained for 3+ years,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
INDIGO,pro,Revenue CAGR > 15% over 5 years,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,84
INDIGO,pro,OPM > 25% in latest year,Operating profit margin above 25% indicates strong pricing power and cost discipline,82
INDIGO,pro,PAT CAGR > 20% over 5 years,Net profit compounding at above 20% over 5 years creates significant shareholder value,80
INDIGO,pro,ICR > 10 or Debt Free,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
INDIGO,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
INDIGO,pro,Assets growing with declining debt,Growing asset base funded by internal accruals reflects self-sustaining growth,68
INDIGO,con,OPM declining for 3 consecutive years,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
INDIGO,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
INDUSINDBK,pro,Revenue CAGR > 15% over 5 years,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,84
INDUSINDBK,pro,OPM > 25% in latest year,Operating profit margin above 25% indicates strong pricing power and cost discipline,82
INDUSINDBK,pro,PAT CAGR > 20% over 5 years,Net profit compounding at above 20% over 5 years creates significant shareholder value,80
INDUSINDBK,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
INDUSINDBK,con,OPM declining for 3 consecutive years,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
INDUSINDBK,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
INDUSINDBK,con,ROCE < 10%,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,70
INFY,pro,ROE > 20% sustained for 3+ years,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
INFY,pro,ICR > 10 or Debt Free,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
INFY,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
INFY,pro,Revenue CAGR > PAT CAGR,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
INFY,con,OPM declining for 3 consecutive years,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
INFY,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
IRCTC,pro,ROE > 20% sustained for 3+ years,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
IRCTC,pro,Revenue CAGR > 15% over 5 years,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,84
IRCTC,pro,OPM > 25% in latest year,Operating profit margin above 25% indicates strong pricing power and cost discipline,82
IRCTC,pro,PAT CAGR > 20% over 5 years,Net profit compounding at above 20% over 5 years creates significant shareholder value,80
IRCTC,pro,ICR > 10 or Debt Free,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
IRCTC,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
IRCTC,pro,Assets growing with declining debt,Growing asset base funded by internal accruals reflects self-sustaining growth,68
IRCTC,con,OPM declining for 3 consecutive years,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
IRCTC,con,Revenue declining for 2+ years,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,78
IRFC,pro,Revenue CAGR > 15% over 5 years,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,84
IRFC,pro,OPM > 25% in latest year,Operating profit margin above 25% indicates strong pricing power and cost discipline,82
IRFC,pro,PAT CAGR > 20% over 5 years,Net profit compounding at above 20% over 5 years creates significant shareholder value,80
IRFC,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
IRFC,con,ICR < 1.5,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,82
IRFC,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
IRFC,con,ROCE < 10%,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,70
ITC,pro,ROE > 20% sustained for 3+ years,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
ITC,pro,OPM > 25% in latest year,Operating profit margin above 25% indicates strong pricing power and cost discipline,82
ITC,pro,ICR > 10 or Debt Free,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
ITC,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
ITC,pro,Assets growing with declining debt,Growing asset base funded by internal accruals reflects self-sustaining growth,68
ITC,con,OPM declining for 3 consecutive years,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
ITC,con,Revenue declining for 2+ years,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,78
ITC,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
JINDALSTEL,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
JINDALSTEL,pro,Revenue CAGR > PAT CAGR,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
JINDALSTEL,pro,Assets growing with declining debt,Growing asset base funded by internal accruals reflects self-sustaining growth,68
JINDALSTEL,con,OPM declining for 3 consecutive years,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
JINDALSTEL,con,Revenue declining for 2+ years,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,78
JINDALSTEL,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
JINDALSTEL,con,Revenue CAGR < 5% over 5 years,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,66
JIOFIN,pro,D/E = 0 in latest year,Debt-free balance sheet provides financial flexibility and eliminates interest burden,86
JIOFIN,pro,OPM > 25% in latest year,Operating profit margin above 25% indicates strong pricing power and cost discipline,82
JIOFIN,pro,ICR > 10 or Debt Free,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
JIOFIN,con,ROCE < 10%,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,70
JIOFIN,con,Revenue CAGR < 5% over 5 years,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,66
JSWENERGY,pro,OPM > 25% in latest year,Operating profit margin above 25% indicates strong pricing power and cost discipline,82
JSWENERGY,pro,PAT CAGR > 20% over 5 years,Net profit compounding at above 20% over 5 years creates significant shareholder value,80
JSWENERGY,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
JSWENERGY,pro,Assets growing with declining debt,Growing asset base funded by internal accruals reflects self-sustaining growth,68
JSWENERGY,con,OPM declining for 3 consecutive years,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
JSWENERGY,con,Revenue declining for 2+ years,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,78
JSWENERGY,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
JSWENERGY,con,ROCE < 10%,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,70
JSWENERGY,con,Revenue CAGR < 5% over 5 years,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,66
JSWSTEEL,pro,Revenue CAGR > 15% over 5 years,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,84
JSWSTEEL,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
JSWSTEEL,pro,Revenue CAGR > PAT CAGR,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
JSWSTEEL,con,OPM declining for 3 consecutive years,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
JSWSTEEL,con,Revenue declining for 2+ years,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,78
JSWSTEEL,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
KOTAKBANK,pro,PAT CAGR > 20% over 5 years,Net profit compounding at above 20% over 5 years creates significant shareholder value,80
KOTAKBANK,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
KOTAKBANK,con,OPM declining for 3 consecutive years,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
KOTAKBANK,con,ICR < 1.5,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,82
KOTAKBANK,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
KOTAKBANK,con,ROCE < 10%,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,70
LICI,pro,ROE > 20% sustained for 3+ years,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
LICI,pro,D/E = 0 in latest year,Debt-free balance sheet provides financial flexibility and eliminates interest burden,86
LICI,pro,PAT CAGR > 20% over 5 years,Net profit compounding at above 20% over 5 years creates significant shareholder value,80
LICI,pro,ICR > 10 or Debt Free,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
LICI,pro,Assets growing with declining debt,Growing asset base funded by internal accruals reflects self-sustaining growth,68
LICI,con,ROCE < 10%,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,70
LODHA,pro,OPM > 25% in latest year,Operating profit margin above 25% indicates strong pricing power and cost discipline,82
LODHA,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
LODHA,pro,Assets growing with declining debt,Growing asset base funded by internal accruals reflects self-sustaining growth,68
LODHA,con,OPM declining for 3 consecutive years,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
LODHA,con,Revenue declining for 2+ years,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,78
LODHA,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
LODHA,con,ROCE < 10%,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,70
LODHA,con,Revenue CAGR < 5% over 5 years,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,66
LT,pro,ROE > 20% sustained for 3+ years,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
LT,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
LT,pro,Revenue CAGR > PAT CAGR,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
LT,pro,Assets growing with declining debt,Growing asset base funded by internal accruals reflects self-sustaining growth,68
LT,con,OPM declining for 3 consecutive years,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
LT,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
LTIM,pro,ROE > 20% sustained for 3+ years,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
LTIM,pro,Revenue CAGR > 15% over 5 years,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,84
LTIM,pro,PAT CAGR > 20% over 5 years,Net profit compounding at above 20% over 5 years creates significant shareholder value,80
LTIM,pro,ICR > 10 or Debt Free,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
LTIM,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
LTIM,pro,Revenue CAGR > PAT CAGR,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
LTIM,pro,Assets growing with declining debt,Growing asset base funded by internal accruals reflects self-sustaining growth,68
LTIM,con,OPM declining for 3 consecutive years,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
LTIM,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
M&M,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
M&M,pro,Assets growing with declining debt,Growing asset base funded by internal accruals reflects self-sustaining growth,68
M&M,con,Revenue declining for 2+ years,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,78
M&M,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
MARUTI,pro,ICR > 10 or Debt Free,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
MARUTI,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
MARUTI,pro,Assets growing with declining debt,Growing asset base funded by internal accruals reflects self-sustaining growth,68
MARUTI,con,OPM declining for 3 consecutive years,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
MARUTI,con,Revenue declining for 2+ years,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,78
MARUTI,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
NAUKRI,pro,Revenue CAGR > 15% over 5 years,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,84
NAUKRI,pro,OPM > 25% in latest year,Operating profit margin above 25% indicates strong pricing power and cost discipline,82
NAUKRI,pro,ICR > 10 or Debt Free,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
NAUKRI,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
NAUKRI,pro,Revenue CAGR > PAT CAGR,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
NAUKRI,pro,Assets growing with declining debt,Growing asset base funded by internal accruals reflects self-sustaining growth,68
NAUKRI,con,OPM declining for 3 consecutive years,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
NAUKRI,con,ROCE < 10%,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,70
NESTLEIND,pro,ROE > 20% sustained for 3+ years,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
NESTLEIND,pro,ICR > 10 or Debt Free,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
NESTLEIND,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
NESTLEIND,pro,Assets growing with declining debt,Growing asset base funded by internal accruals reflects self-sustaining growth,68
NESTLEIND,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
NHPC,pro,OPM > 25% in latest year,Operating profit margin above 25% indicates strong pricing power and cost discipline,82
NHPC,pro,ICR > 10 or Debt Free,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
NHPC,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
NHPC,pro,Assets growing with declining debt,Growing asset base funded by internal accruals reflects self-sustaining growth,68
NHPC,con,OPM declining for 3 consecutive years,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
NHPC,con,Revenue declining for 2+ years,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,78
NHPC,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
NHPC,con,ROCE < 10%,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,70
NHPC,con,Revenue CAGR < 5% over 5 years,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,66
NTPC,pro,OPM > 25% in latest year,Operating profit margin above 25% indicates strong pricing power and cost discipline,82
NTPC,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
NTPC,pro,Revenue CAGR > PAT CAGR,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
NTPC,con,OPM declining for 3 consecutive years,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
NTPC,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
PFC,pro,ROE > 20% sustained for 3+ years,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
PFC,pro,OPM > 25% in latest year,Operating profit margin above 25% indicates strong pricing power and cost discipline,82
PFC,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
PFC,con,OPM declining for 3 consecutive years,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
PFC,con,ICR < 1.5,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,82
PFC,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
PFC,con,ROCE < 10%,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,70
PIDILITIND,pro,ROE > 20% sustained for 3+ years,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
PIDILITIND,pro,ICR > 10 or Debt Free,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
PIDILITIND,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
PIDILITIND,pro,Assets growing with declining debt,Growing asset base funded by internal accruals reflects self-sustaining growth,68
PIDILITIND,con,OPM declining for 3 consecutive years,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
PIDILITIND,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
PNB,pro,ROE > 20% sustained for 3+ years,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
PNB,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
PNB,pro,Assets growing with declining debt,Growing asset base funded by internal accruals reflects self-sustaining growth,68
PNB,con,Revenue declining for 2+ years,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,78
PNB,con,ICR < 1.5,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,82
PNB,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
PNB,con,ROCE < 10%,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,70
PNB,con,Revenue CAGR < 5% over 5 years,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,66
POWERGRID,pro,OPM > 25% in latest year,Operating profit margin above 25% indicates strong pricing power and cost discipline,82
POWERGRID,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
POWERGRID,pro,Assets growing with declining debt,Growing asset base funded by internal accruals reflects self-sustaining growth,68
POWERGRID,con,OPM declining for 3 consecutive years,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
POWERGRID,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
POWERGRID,con,Revenue CAGR < 5% over 5 years,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,66
RECLTD,pro,ROE > 20% sustained for 3+ years,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
RECLTD,pro,OPM > 25% in latest year,Operating profit margin above 25% indicates strong pricing power and cost discipline,82
RECLTD,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
RECLTD,con,OPM declining for 3 consecutive years,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
RECLTD,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
RECLTD,con,ROCE < 10%,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,70
RELIANCE,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
RELIANCE,con,Revenue declining for 2+ years,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,78
RELIANCE,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
RELIANCE,con,ROCE < 10%,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,70
SBILIFE,pro,D/E = 0 in latest year,Debt-free balance sheet provides financial flexibility and eliminates interest burden,86
SBILIFE,pro,Revenue CAGR > 15% over 5 years,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,84
SBILIFE,pro,ICR > 10 or Debt Free,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
SBILIFE,pro,Revenue CAGR > PAT CAGR,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
SBILIFE,con,OPM declining for 3 consecutive years,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
SBILIFE,con,Revenue declining for 2+ years,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,78
SBILIFE,con,ROCE < 10%,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,70
SHREECEM,pro,ICR > 10 or Debt Free,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
SHREECEM,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
SHREECEM,pro,Assets growing with declining debt,Growing asset base funded by internal accruals reflects self-sustaining growth,68
SHREECEM,con,OPM declining for 3 consecutive years,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
SHRIRAMFIN,pro,Revenue CAGR > 15% over 5 years,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,84
SHRIRAMFIN,pro,OPM > 25% in latest year,Operating profit margin above 25% indicates strong pricing power and cost discipline,82
SHRIRAMFIN,pro,PAT CAGR > 20% over 5 years,Net profit compounding at above 20% over 5 years creates significant shareholder value,80
SHRIRAMFIN,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
SHRIRAMFIN,con,OPM declining for 3 consecutive years,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
SHRIRAMFIN,con,ICR < 1.5,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,82
SHRIRAMFIN,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
SHRIRAMFIN,con,ROCE < 10%,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,70
SIEMENS,pro,ICR > 10 or Debt Free,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
SIEMENS,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
SIEMENS,pro,Assets growing with declining debt,Growing asset base funded by internal accruals reflects self-sustaining growth,68
SIEMENS,con,Revenue declining for 2+ years,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,78
SIEMENS,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
TATACONSUM,pro,Revenue CAGR > 15% over 5 years,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,84
TATACONSUM,pro,PAT CAGR > 20% over 5 years,Net profit compounding at above 20% over 5 years creates significant shareholder value,80
TATACONSUM,pro,ICR > 10 or Debt Free,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
TATACONSUM,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
